batch_size,layers,dropout_rate,n_filters,filter_size,fc_units,epoch,train_time,test_loss,accuracy
300,1,0.5,16,5,100,15,0 days 00:11:28.554087000,0.06209920197725296,0.982225
300,1,0.75,10,5,50,5,0 days 00:01:52.423300000,0.27293565254211427,0.92855
300,1,0.75,10,5,50,10,0 days 00:05:43.754772000,0.1472849790096283,0.958825
300,1,0.75,10,5,50,15,0 days 00:11:30.474271000,0.09069941679239273,0.97395
300,1,0.75,10,5,100,5,0 days 00:01:53.194728000,0.23189093084335327,0.932825
300,1,0.75,10,5,100,10,0 days 00:05:45.445991000,0.1484639503955841,0.955925
300,1,0.75,10,5,100,15,0 days 00:11:32.442213000,0.09267666461467743,0.9725
300,1,0.75,16,5,50,5,0 days 00:01:50.782535000,0.2809984654426575,0.9277
300,1,0.75,16,5,50,10,0 days 00:05:41.184347000,0.15277294926643373,0.9577
300,1,0.75,16,5,50,15,0 days 00:11:26.713091000,0.08443734407424927,0.976275
300,1,0.75,16,5,100,5,0 days 00:01:52.902682000,0.21283820853233337,0.9387
300,1,0.75,16,5,100,10,0 days 00:05:43.029084000,0.12269939669370651,0.963325
300,1,0.75,16,5,100,15,0 days 00:11:30.019311000,0.07260753235816955,0.9785
300,2,0.2,10,5,50,5,0 days 00:01:51.807971000,0.18763789763450622,0.944825
300,2,0.2,10,5,50,10,0 days 00:05:41.664627000,0.08167306501865387,0.975075
300,2,0.2,10,5,50,15,0 days 00:11:30.011116000,0.04992943898439407,0.985225
300,2,0.2,10,5,100,5,0 days 00:01:51.332288000,0.16314752140045166,0.95185
300,2,0.2,10,5,100,10,0 days 00:05:43.104397000,0.07862276692390442,0.976175
300,2,0.2,10,5,100,15,0 days 00:11:33.248249000,0.0513505156159401,0.98395
300,2,0.2,16,5,50,5,0 days 00:01:54.105024000,0.15626540446281434,0.95415
300,2,0.2,16,5,50,10,0 days 00:05:46.917760000,0.07402415943145751,0.978
300,2,0.2,16,5,50,15,0 days 00:11:34.287231000,0.04684965561628342,0.98555
300,2,0.2,16,5,100,5,0 days 00:01:52.530590000,0.15672265567779542,0.953675
300,2,0.2,16,5,100,10,0 days 00:05:44.358398000,0.0764595546245575,0.977075
300,2,0.2,16,5,100,15,0 days 00:11:30.724421000,0.04848981831073761,0.98475
300,2,0.5,10,5,50,5,0 days 00:01:53.110207000,0.17945100362300873,0.94715
300,2,0.5,10,5,50,10,0 days 00:05:47.527324000,0.08298026624917984,0.975175
300,2,0.5,10,5,50,15,0 days 00:11:36.808006000,0.05494471189975739,0.9835
300,2,0.5,10,5,100,5,0 days 00:01:51.703933000,0.18166188721656798,0.94495
300,2,0.5,10,5,100,10,0 days 00:05:42.917017000,0.0867065225481987,0.973675
300,2,0.5,10,5,100,15,0 days 00:11:29.316840000,0.05394151477217674,0.9831
300,2,0.5,16,5,50,5,0 days 00:01:53.936022000,0.1859957251548767,0.94595
300,2,0.5,16,5,50,10,0 days 00:05:44.635053000,0.08366782877445221,0.974475
300,2,0.5,16,5,50,15,0 days 00:11:29.402073000,0.052621917378902434,0.98445
300,2,0.5,16,5,100,5,0 days 00:01:52.535210000,0.16323496980667115,0.9506
300,2,0.5,16,5,100,10,0 days 00:05:44.726267000,0.07935017966032028,0.9757
300,2,0.5,16,5,100,15,0 days 00:11:34.503586000,0.05010459913015366,0.984375
300,2,0.75,10,5,50,5,0 days 00:01:52.299094000,0.2857098786354065,0.9294
300,2,0.75,10,5,50,10,0 days 00:05:43.794147000,0.12100893635749817,0.96795
300,2,0.75,10,5,50,15,0 days 00:11:34.929591000,0.0730268233537674,0.979275
300,2,0.75,10,5,100,5,0 days 00:01:52.530099000,0.191726278591156,0.943525
300,2,0.75,10,5,100,10,0 days 00:05:43.486366000,0.09942079693078995,0.9698
300,2,0.75,10,5,100,15,0 days 00:11:26.389946000,0.06363571912050248,0.980675
300,2,0.75,16,5,50,5,0 days 00:01:52.100845000,0.20243889908790588,0.943725
300,2,0.75,16,5,50,10,0 days 00:05:41.769371000,0.09000296993255615,0.973425
300,2,0.75,16,5,50,15,0 days 00:11:31.592196000,0.05737107526659965,0.98285
300,2,0.75,16,5,100,5,0 days 00:01:52.825016000,0.20202051665782927,0.939825
300,2,0.75,16,5,100,10,0 days 00:05:45.714329000,0.09492304995059966,0.970775
300,2,0.75,16,5,100,15,0 days 00:11:32.900804000,0.057283006608486176,0.9827
300,3,0.2,10,5,50,5,0 days 00:01:53.222706000,0.21838241815567017,0.9348
300,3,0.2,10,5,50,10,0 days 00:05:43.272248000,0.0842432365000248,0.97455
300,3,0.2,10,5,50,15,0 days 00:11:30.392418000,0.05174684969186783,0.98415
300,3,0.2,10,5,100,5,0 days 00:01:52.228101000,0.18420302267074584,0.944025
300,3,0.2,10,5,100,10,0 days 00:05:45.352924000,0.07297686055898667,0.977725
300,3,0.2,10,5,100,15,0 days 00:11:33.867437000,0.04626746867895126,0.985375
300,3,0.2,16,5,50,5,0 days 00:01:52.721216000,0.14838248260021208,0.9549
300,3,0.2,16,5,50,10,0 days 00:05:43.594108000,0.06783638899326325,0.97865
300,3,0.2,16,5,50,15,0 days 00:11:29.067803000,0.04644911202192307,0.984975
300,3,0.2,16,5,100,5,0 days 00:01:52.113669000,0.16895325083732604,0.948675
300,3,0.2,16,5,100,10,0 days 00:05:44.117283000,0.07056827894449234,0.977825
300,3,0.2,16,5,100,15,0 days 00:11:27.968585000,0.04547743507623672,0.985675
300,3,0.5,10,5,50,5,0 days 00:01:50.867218000,0.24098716320991517,0.932075
300,3,0.5,10,5,50,10,0 days 00:05:41.760800000,0.08262419321537018,0.97485
300,3,0.5,10,5,50,15,0 days 00:11:30.682672000,0.05232314398288727,0.984225
300,3,0.5,10,5,100,5,0 days 00:01:52.624883000,0.16077326974868775,0.951525
300,3,0.5,10,5,100,10,0 days 00:05:43.618669000,0.07071186184883117,0.977775
300,3,0.5,10,5,100,15,0 days 00:11:27.961094000,0.047269088661670684,0.9852
300,3,0.5,16,5,50,5,0 days 00:01:51.996927000,0.1951170744419098,0.941825
300,3,0.5,16,5,50,10,0 days 00:05:42.409496000,0.07701741865873336,0.976775
300,3,0.5,16,5,50,15,0 days 00:11:28.463333000,0.04927382877469063,0.984675
300,3,0.5,16,5,100,5,0 days 00:01:51.595434000,0.16075977556705476,0.950375
300,3,0.5,16,5,100,10,0 days 00:05:43.693897000,0.0662402945280075,0.97915
300,3,0.5,16,5,100,15,0 days 00:11:29.350406000,0.0428479318857193,0.9862
300,3,0.75,10,5,50,5,0 days 00:01:53.272264000,0.3140203309059143,0.926925
300,3,0.75,10,5,50,10,0 days 00:05:46.422484000,0.09037697467803955,0.973175
300,3,0.75,10,5,50,15,0 days 00:11:36.429377000,0.05769371299743652,0.98255
300,3,0.75,10,5,100,5,0 days 00:01:53.521442000,0.2135296232700348,0.93685
300,3,0.75,10,5,100,10,0 days 00:05:45.062432000,0.08633329632282256,0.972925
300,3,0.75,10,5,100,15,0 days 00:11:35.286939000,0.05615069819688797,0.983
300,3,0.75,16,5,50,5,0 days 00:01:53.821724000,0.2697414109706879,0.931875
300,3,0.75,16,5,50,10,0 days 00:05:44.798894000,0.08889728184938431,0.97415
300,3,0.75,16,5,50,15,0 days 00:11:30.160922000,0.058078666985034944,0.983025
300,3,0.75,16,5,100,5,0 days 00:01:52.036172000,0.22072072010040283,0.9387
300,3,0.75,16,5,100,10,0 days 00:05:42.273132000,0.07612684111595154,0.9762
300,3,0.75,16,5,100,15,0 days 00:11:30.220226000,0.04902717403173447,0.984625
300,4,0.2,10,5,50,5,0 days 00:01:51.720061000,0.4837414649963379,0.8557
300,4,0.2,10,5,50,10,0 days 00:05:41.903900000,0.0980506386756897,0.970225
300,4,0.2,10,5,50,15,0 days 00:11:27.123521000,0.05783067111968994,0.981725
300,4,0.2,10,5,100,5,0 days 00:01:52.183977000,2.197605513381958,0.4299
300,4,0.2,10,5,100,10,0 days 00:05:43.478585000,0.10166454344987869,0.9685
300,4,0.2,10,5,100,15,0 days 00:11:30.916092000,0.05178221138715744,0.98345
300,4,0.2,16,5,50,5,0 days 00:01:53.138685000,0.26369651212692263,0.921925
300,4,0.2,16,5,50,10,0 days 00:05:41.517848000,0.07986973991394043,0.975075
300,4,0.2,16,5,50,15,0 days 00:11:30.163870000,0.048052381765842436,0.98455
300,4,0.2,16,5,100,5,0 days 00:01:53.792842000,0.2811728153705597,0.91895
300,4,0.2,16,5,100,10,0 days 00:05:48.229975000,0.08137427141666412,0.975175
300,4,0.2,16,5,100,15,0 days 00:11:36.154358000,0.04726968826055527,0.984625
300,4,0.5,10,5,50,5,0 days 00:01:52.699594000,0.4527471338272095,0.87995
300,4,0.5,10,5,50,10,0 days 00:05:44.655414000,0.10270749195814133,0.968475
300,4,0.5,10,5,50,15,0 days 00:11:27.662569000,0.0636367594242096,0.98035
300,4,0.5,10,5,100,5,0 days 00:01:52.207971000,1.9305004878997802,0.64655
300,4,0.5,10,5,100,10,0 days 00:05:45.053121000,0.10293614919185638,0.967575
300,4,0.5,10,5,100,15,0 days 00:11:33.799146000,0.05528185960054398,0.9822
300,4,0.5,16,5,50,5,0 days 00:01:52.337309000,0.3069208953857422,0.9139
300,4,0.5,16,5,50,10,0 days 00:05:42.682438000,0.08631446359157562,0.97345
300,4,0.5,16,5,50,15,0 days 00:11:30.357233000,0.054384513241052625,0.983375
300,4,0.5,16,5,100,5,0 days 00:01:51.293524000,0.4306196490287781,0.880925
300,4,0.5,16,5,100,10,0 days 00:05:47.938865000,0.09271530773639679,0.971225
300,4,0.5,16,5,100,15,0 days 00:11:37.728663000,0.05234820824861527,0.983175
300,4,0.75,10,5,50,5,0 days 00:01:50.430126000,1.0130193870544433,0.8028
300,4,0.75,10,5,50,10,0 days 00:05:42.407854000,0.12348467483520507,0.9623
300,4,0.75,10,5,50,15,0 days 00:11:30.058064000,0.07089070080518722,0.9794
300,4,0.75,10,5,100,5,0 days 00:01:51.979906000,0.35052068519592283,0.90255
300,4,0.75,10,5,100,10,0 days 00:05:42.281034000,0.09865818475484849,0.969425
300,4,0.75,10,5,100,15,0 days 00:11:28.187241000,0.059481318509578704,0.98205
300,4,0.75,16,5,50,5,0 days 00:01:54.971648000,0.38372697944641115,0.905075
300,4,0.75,16,5,50,10,0 days 00:05:46.603728000,0.10120507884025574,0.96995
300,4,0.75,16,5,50,15,0 days 00:11:35.728481000,0.06513816864490508,0.980725
300,4,0.75,16,5,100,5,0 days 00:01:52.724114000,0.5775422151565551,0.841875
300,4,0.75,16,5,100,10,0 days 00:05:46.906108000,0.10101094561815262,0.967725
300,4,0.75,16,5,100,15,0 days 00:11:38.818202000,0.052776860523223876,0.98365
