human,Net1_conv1,Net1_fc,Net2_conv1,Net2_conv2,Net2_fc,Net3_conv1,Net3_conv2,Net3_conv3,Net3_fc,Net4_conv1,Net4_conv2,Net4_conv3,Net4_conv4,Net4_fc
0.0,0.5096924048975323,0.40805810710440665,0.4638200954620526,0.5132007384924073,0.3264840724563852,0.4724572828029083,0.4891485596783303,0.566141402076657,0.3861210775448772,0.48091425852027525,0.502100997263523,0.5398573556662492,0.5033800843116137,0.45772454201781054
0.5333333333333333,0.20778714844282764,0.19485433124430465,0.22898111484026806,0.009340367483361216,0.3403079325927264,0.16688921927144337,0.0,0.14822508555190267,0.3022520139383729,0.16191248242342898,0.0,0.118289220615047,0.47143176640833634,0.613986847011725
1.0,0.8671157540012665,0.8194118789631123,0.8596605776140847,0.8625158332584233,0.9141658745533501,0.8699127804075201,0.8353570624907549,0.7787218665669495,0.8990943569052634,0.8448145889186524,0.8166182032265759,0.7609485625122555,0.8662842246421844,0.9276928727181512
0.7000000000000001,0.557031081358987,0.7018360612052079,0.5103437510156977,0.4529410459932079,0.554362579950664,0.5189905714800415,0.5378061261178496,0.5993221906477408,0.7177921060382838,0.5203771794667496,0.5445909147939649,0.6107758386909704,0.686048217927423,0.7647396033406093
0.8333333333333333,0.7395704162258107,0.929869477001306,0.6709491915389577,0.746873099279346,0.9257410894157638,0.6756415297880528,0.7436706342859064,0.8434609563646959,0.8953205977084733,0.6754460212703162,0.7510840506336095,0.8173977529214941,0.8347055750376358,0.7419620314747084
0.3666666666666667,0.17268418905681795,0.10624013722093663,0.17091077078057837,0.019442132286071518,0.0,0.1668325822621018,0.1876130768749127,0.13818652379115545,0.2244669872828294,0.14680757287894414,0.1688651006702156,0.07591816896061146,0.0650618481152082,0.031017030943212003
0.5000000000000001,0.3657538460455895,0.6515498399990923,0.29250818754535696,0.21846195873604776,0.7711374193315728,0.2624891264652548,0.27645892922129284,0.43402054032077,0.8464125091210797,0.25758429740287575,0.2437759293192093,0.3416917338718089,0.5534493595075841,0.6888725752939119
0.5666666666666668,0.2979306021955958,0.41088760623533704,0.2716257369510189,0.30325187401571124,0.5728764334111722,0.2767463720420656,0.3631811168556966,0.3604150373172622,0.6027475486732928,0.24172484376069603,0.34932061564424666,0.3574486104910947,0.4904003486442741,0.6841764252960773
0.8333333333333333,0.9635867004822816,0.9272473220612348,0.9648789144458324,0.9772043106155504,0.9947695508146547,0.9668248717781568,0.9433224593606804,0.9709864725170287,1.0,0.9642230510346189,0.9361559323249077,0.9402851194673097,1.0,1.0
0.3666666666666667,0.1901902062802642,0.5864439826150352,0.2089353539186198,0.27591231672820965,0.6852697982689553,0.20988862556417962,0.30669415099483044,0.3700151738385565,0.6308764490225551,0.21120080664256913,0.3477317317648551,0.3855548231249661,0.5005630993980936,0.4488406630149961
0.20000000000000007,0.3007002944988411,0.7276287951789587,0.2783867440732138,0.2030841144407489,0.8451200998360759,0.29118474389627574,0.3472154892180337,0.4020308328939251,0.8426992740588839,0.2482517413850955,0.30686939964621,0.3324198231875472,0.6039736076991687,0.8178441045242433
0.13333333333333333,0.5763671871900972,0.7493373094925403,0.5408322413663325,0.6689518703966808,0.9378485800664631,0.5722623050561849,0.7697216869996557,0.8178718642273709,0.9702212435036363,0.557092574242426,0.7468675245316005,0.8322607629052647,0.8743108220278827,0.8878822485276988
0.5000000000000001,0.7885872368566379,0.7129767286658264,0.8191913224935131,0.8463555779183103,0.5892087217537887,0.7788313569961076,0.8080124527083355,0.7740938261468948,0.6551447742152011,0.7685409678588623,0.791438723046951,0.7650377155397202,0.7657113129939827,0.827047568643177
0.0,0.44265413070687654,0.32277776975055295,0.4548635219455775,0.4303337796804279,0.49328902283848547,0.46787244616505064,0.5114575908230998,0.4530922348402186,0.5333073973594273,0.4665186662342428,0.5313007642470794,0.5338636733433741,0.4789204580110834,0.0
0.30000000000000004,0.46033496112889866,0.6993897186507267,0.4736165142686849,0.35255661156011736,0.7208357913097843,0.4515521554657868,0.45555902800847714,0.5388360222759342,0.7500302951526476,0.4327138562295408,0.4035789871347835,0.4433891417628677,0.5951677762170505,0.7698684026256483
0.20000000000000007,0.30221566415942414,0.7444649887525651,0.40922253846048706,0.2902011830727437,0.8128691287568433,0.3595022952708798,0.35418691694576165,0.37756434529349525,0.693505164821732,0.32873630486330957,0.30802728291756803,0.39321735665800267,0.7735036539581821,0.896721398605961
0.5333333333333333,0.5401437400490484,0.8897496336595478,0.4977365105044315,0.5712856780954093,0.9252945102033954,0.49467577064534646,0.6047875556036777,0.6237072845041647,0.8343296508749994,0.4797347607061377,0.6024197251026832,0.6159914514224683,0.7158213251134375,0.7494846735009413
0.7666666666666666,0.6417353197098156,0.819286298687691,0.5977249156100304,0.6021198179277432,0.8574601457633505,0.6194619624303165,0.6746705339402197,0.7800501180995701,0.9910154304340141,0.6049646729158648,0.6704452983569308,0.75309515664048,0.8664490881237298,0.936470577317535
