human,Net1_conv1,Net1_fc,Net2_conv1,Net2_conv2,Net2_fc,Net3_conv1,Net3_conv2,Net3_conv3,Net3_fc,Net4_conv1,Net4_conv2,Net4_conv3,Net4_conv4,Net4_fc
0.0,0.44174090493950025,0.6287717042423472,0.4261475313464934,0.43346732918601016,0.6605755298942388,0.41666562381349453,0.3974574177697336,0.5389102187694829,0.6179149118828601,0.415429414045882,0.3886354215679825,0.5355267592018621,0.696245970447038,0.6850854727797846
0.23809523809523805,0.8233878178295218,0.6583458355318899,0.8194387037598145,0.8271367405035013,0.8735770539842489,0.8446018861198099,0.8602596967245615,0.7509835064790601,0.8195080548910884,0.8405511986643492,0.8556330877565419,0.7410529050705854,0.6983895586920124,0.7548893056797574
0.19047619047619047,0.6609572179703972,0.6458876428104867,0.6850222884939664,0.659409285494165,0.5187144475995468,0.7117577025963001,0.7190831504268581,0.43667097551627265,0.3670517862667637,0.7050602273154014,0.7228708827156229,0.5601847398652714,0.45356841069503373,0.5484309816890465
0.16666666666666666,0.705899338075034,0.684561335100944,0.7645944556239131,0.7928526526907366,0.7690590466346694,0.772823768084719,0.7901884418123398,0.6518896041454654,0.7208968025222972,0.7712689864337342,0.8025079279342329,0.6848309077234169,0.6762661072148218,0.7928901105375107
0.11904761904761907,0.5295272845423563,0.6744839790302181,0.5393034372200558,0.6114085106102327,0.6182087690154467,0.5855879312953801,0.6896153047928542,0.6263215338127653,0.6215379744689756,0.5781905269135402,0.6969541718594897,0.5735035584643392,0.6029156048064445,0.5608058894718685
0.5238095238095238,0.6682539268443658,0.7447468009552618,0.7175597227894293,0.760405034624716,0.7995183613485882,0.7393505530891175,0.7989572758652815,0.7235993460305227,0.8741367376122798,0.723039725732667,0.8076768244118464,0.7256165064757272,0.7460025865682247,0.8929901168978215
0.7380952380952381,0.8303854627901406,1.0,0.8240599434512831,0.8763893305517517,0.9370422762816264,0.8542924485959257,0.9066491762883004,0.9049380832769525,0.9707100087050323,0.8391593425733683,0.8982516224487873,0.8893246779706017,0.9712196095044054,0.961169277178531
0.6904761904761906,0.683787463032048,0.8405986491140697,0.694308200387311,0.6808651129071325,0.8898716083594966,0.7011885581211641,0.6967479626044439,0.6530394503162888,0.8580755391794526,0.7001440716806405,0.677691153463213,0.6013224404204351,0.7880811653453651,0.9343278866211596
0.16666666666666666,0.1913882162651874,0.6065925936811151,0.16821447302985193,0.3135824143764247,0.6702250233699346,0.2128922983013637,0.37254959316441927,0.3240158517669185,0.7391028931619449,0.20634829328794854,0.359514881905707,0.2206475052770903,0.5154658400407037,0.7402112033502717
0.8571428571428572,0.761910854763085,0.7913630804449472,0.7778650430455288,0.805962442182757,0.8667495731011953,0.8018683717148712,0.8381672954008194,0.7536027480644846,0.6846658759795831,0.7896946630612784,0.8379954342037537,0.7411636467666441,0.7006690559922537,0.7877877930689027
0.047619047619047596,0.19735016565911456,0.0,0.2885712597815777,0.43597101220248213,0.0,0.3112444441024773,0.4959101444243276,0.2588965548578714,0.0,0.29578959642293917,0.4851843411073895,0.29941608601222347,0.0,0.0
0.30952380952380953,0.5089857914995648,0.6936753619936059,0.5152146554052274,0.5573419929285375,0.6133657825758088,0.5398049248398953,0.5984929978764957,0.5414205748994807,0.8033694428005165,0.5194979151724036,0.5795133745289821,0.43198099502123793,0.5555616820314199,0.6405435222580099
0.5952380952380952,0.8400296217944309,0.9120089940866986,0.8687858575512463,0.9135502654869775,0.9095389532909308,0.8806740172505328,0.9224302987019845,0.9284631628765805,0.8755638183512546,0.8669233289272241,0.9248450078763425,0.8925943975350035,0.921534637376135,0.8995324438863784
0.5238095238095238,0.9626200939644112,0.9296580508635665,0.9541722175198925,0.9819088138003829,0.9606348102225314,0.9624997114652181,0.9726034449649078,0.9552695971761643,0.9146059284446876,0.9598078601641595,0.9804648163617369,0.975575422016372,1.0,1.0
0.38095238095238093,0.42701192223863926,0.5803058201276661,0.41703855324866945,0.5802548659465022,0.5348591023945133,0.457874486087494,0.6174887012867538,0.5663563331089899,0.7128194881675893,0.44319542439629006,0.6046315346201665,0.4681690386804417,0.5027759659846106,0.5533715069217474
0.0,0.2396377674321533,0.6289084900939573,0.2021970160424461,0.3378135729093749,0.6990672426117207,0.25470060348652607,0.4038387763092445,0.3492723394574862,0.5537979540904976,0.26240429368464363,0.4131125923679483,0.28079799330367683,0.561024854813729,0.6702363544223064
0.5714285714285715,0.4579110824406082,0.67200509603039,0.4852427239223797,0.6438210830244423,0.9260768069849404,0.5042336387954891,0.6463239857118683,0.5814365199051443,0.8156096098645288,0.5107673041105452,0.650083877738588,0.5872614394929734,0.7510125495628162,0.8378046024615282
0.5,0.9439527901168981,0.973767366117502,0.9516686729330242,0.940166597459048,0.9154900366278974,0.9501654009607567,0.9492525027850975,0.9123998384255163,0.9804062028093683,0.9487399226071165,0.9457933571941498,0.8861028754862252,0.889957884214089,0.9345441958061225
1.0,0.34955602882966635,0.7932674879912558,0.36930622431100807,0.5525399627119437,0.9419150626378247,0.4074466082415793,0.5841643530039637,0.6171876774966223,0.927131591739589,0.3960245013146748,0.5851120528227872,0.588080999032075,0.8649990698216523,0.9792796024835109
0.047619047619047596,0.3246960149318509,0.6611952480599406,0.39702563464983925,0.47018668986835377,0.6025334129064439,0.4563015739892947,0.5166059383529978,0.32576614365435097,0.4966640052385021,0.4226184239545726,0.5161114346188804,0.34603088628496037,0.42875170065740076,0.6048652566707788
0.5952380952380952,0.9873242910572538,0.9677522701924166,0.9864195185290088,1.0,0.9559885232321349,0.9987025424402605,1.0,1.0,1.0,1.0,1.0,1.0,0.991850292838075,0.9797432896523607
0.5,0.6957930648477763,0.6127215613976293,0.7441265248722138,0.8325682992552088,0.6451194936654178,0.788400029751142,0.8902761520914082,0.780643459464308,0.5928228463186735,0.7677620111775889,0.900130609407885,0.7648453325392113,0.6891837068615783,0.6301855950393094
0.4523809523809524,0.718864861531748,0.7744384243642322,0.7135715479593718,0.8197008549716525,0.9057181639891408,0.7424176906445482,0.8399785411836836,0.7468644783690537,0.8726789583538547,0.7298479632965775,0.8481129527625819,0.7852778853447208,0.840772742860601,0.889974098587161
0.9285714285714285,0.868675604590548,0.9834666963978735,0.882937754419824,0.8654051697638531,1.0,0.9000287765355821,0.8857360445662407,0.8952940693961817,0.93286994585582,0.8895268560691959,0.8778111155275654,0.8806484920139974,0.9634832153239599,0.9588945135139016
0.4523809523809524,0.0,0.6770831591890163,0.0,0.0,0.7160854949606141,0.0,0.0,0.0,0.70196662723909,0.0,0.0,0.0,0.5643013239912048,0.7792756749183638
0.7142857142857143,0.7474176388417855,0.761323416294149,0.7563899309031986,0.8512909537861654,0.8689150670378123,0.7991793814327227,0.8765620788257558,0.8193053772495691,0.8693362900011719,0.7822962585970481,0.8773511263603402,0.8163171500198589,0.7917162575002633,0.8191017717129138
0.5238095238095238,1.0,0.8653483319656621,1.0,0.9438281568146787,0.8477812262125666,1.0,0.9534569506630046,0.8483684252300504,0.7389235070308953,0.994183188884737,0.9461585371507051,0.8005055784354683,0.6741789214862233,0.738843736544792
0.0714285714285714,0.5585138349669986,0.6466426234966053,0.5723618557991252,0.6962219623470034,0.7396579289577989,0.6178067765920067,0.7380219598925479,0.6679904011301953,0.7677818504480248,0.613110896395988,0.7474819481169306,0.599463612656782,0.5586996330838663,0.497431987907789
0.09523809523809527,0.360080540923849,0.3613282234209763,0.37720250171259945,0.43769988791857406,0.27508162977143663,0.4003680934391038,0.4957071398097753,0.278613598870985,0.08252215832481116,0.39348498897158674,0.4945880988420416,0.19842853273996608,0.1629851776640644,0.23873089232228428
0.38095238095238093,0.7022097763779827,0.8144313398015763,0.7126683164159245,0.7229227401147661,0.8163561142028802,0.7468293746361255,0.7814408150138,0.719965690502247,0.7267604866809801,0.7372621359747028,0.7743675373262666,0.6471237151567403,0.7009223334700584,0.661999605484874
0.30952380952380953,0.7844270945739229,0.8583069620582642,0.8453783074577119,0.9051919421899343,0.9238782131410032,0.8501148753145029,0.9195683431561923,0.9324508895890974,0.9339506672122995,0.8425005441071176,0.9242368232394423,0.919288470405169,0.913497896452098,0.934433256745813
